"cod_mun","nome_mun","impostos_liq"
"4322608","Venâncio Aires (RS)","336865"
"4322707","Vera Cruz (RS)","59399"
"4322806","Veranópolis (RS)","191445"
"4322855","Vespasiano Corrêa (RS)","3003"
"4322905","Viadutos (RS)","4615"
"4323002","Viamão (RS)","325361"
"4323101","Vicente Dutra (RS)","2347"
"4323200","Victor Graeff (RS)","9173"
"4323309","Vila Flores (RS)","20468"
"4323358","Vila Lângaro (RS)","4669"
"4323408","Vila Maria (RS)","23387"
"4323457","Vila Nova do Sul (RS)","6312"
"4323507","Vista Alegre (RS)","3491"
"4323606","Vista Alegre do Prata (RS)","3788"
"4323705","Vista Gaúcha (RS)","3453"
"4323754","Vitória das Missões (RS)","3561"
"4323770","Westfália (RS)","14457"
"4323804","Xangri-lá (RS)","40481"
"5000203","Água Clara (MS)","68696"
"5000252","Alcinópolis (MS)","10201"
"5000609","Amambai (MS)","85904"
"5000708","Anastácio (MS)","36615"
"5000807","Anaurilândia (MS)","12943"
"5000856","Angélica (MS)","33058"
"5000906","Antônio João (MS)","31409"
"5001003","Aparecida do Taboado (MS)","93977"
"5001102","Aquidauana (MS)","74688"
"5001243","Aral Moreira (MS)","48931"
"5001508","Bandeirantes (MS)","25618"
"5001904","Bataguassu (MS)","106225"
"5002001","Batayporã (MS)","25492"
"5002100","Bela Vista (MS)","43874"
"5002159","Bodoquena (MS)","19428"
"5002209","Bonito (MS)","67533"
"5002308","Brasilândia (MS)","34399"
"5002407","Caarapó (MS)","113103"
"5002605","Camapuã (MS)","36360"
"5002704","Campo Grande (MS)","3662055"
"5002803","Caracol (MS)","5933"
"5002902","Cassilândia (MS)","59787"
"5002951","Chapadão do Sul (MS)","209579"
"5003108","Corguinho (MS)","6078"
"5003157","Coronel Sapucaia (MS)","8986"
"5003207","Corumbá (MS)","228932"
"5003256","Costa Rica (MS)","107078"
"5003306","Coxim (MS)","97283"
"5003454","Deodápolis (MS)","20943"
"5003488","Dois Irmãos do Buriti (MS)","10400"
"5003504","Douradina (MS)","10277"
"5003702","Dourados (MS)","997317"
"5003751","Eldorado (MS)","32558"
"5003801","Fátima do Sul (MS)","39527"
"5003900","Figueirão (MS)","6541"
"5004007","Glória de Dourados (MS)","13128"
"5004106","Guia Lopes da Laguna (MS)","16754"
"5004304","Iguatemi (MS)","29940"
"5004403","Inocência (MS)","18371"
"5004502","Itaporã (MS)","83863"
"5004601","Itaquiraí (MS)","51084"
"5004700","Ivinhema (MS)","68330"
"5004809","Japorã (MS)","4558"
"5004908","Jaraguari (MS)","17213"
"5005004","Jardim (MS)","56310"
"5005103","Jateí (MS)","14024"
"5005152","Juti (MS)","16216"
"5005202","Ladário (MS)","15089"
"5005251","Laguna Carapã (MS)","32792"
"5005400","Maracaju (MS)","289045"
"5005608","Miranda (MS)","41122"
"5005681","Mundo Novo (MS)","62711"
"5005707","Naviraí (MS)","129532"
"5005806","Nioaque (MS)","16183"
"5006002","Nova Alvorada do Sul (MS)","113818"
"5006200","Nova Andradina (MS)","238321"
"5006259","Novo Horizonte do Sul (MS)","14421"
"5006275","Paraíso das Águas (MS)","30440"
"5006309","Paranaíba (MS)","112247"
"5006358","Paranhos (MS)","5594"
"5006408","Pedro Gomes (MS)","19591"
"5006606","Ponta Porã (MS)","266255"
"5006903","Porto Murtinho (MS)","17955"
"5007109","Ribas do Rio Pardo (MS)","63676"
"5007208","Rio Brilhante (MS)","152227"
"5007307","Rio Negro (MS)","5563"
"5007406","Rio Verde de Mato Grosso (MS)","35611"
"5007505","Rochedo (MS)","11861"
"5007554","Santa Rita do Pardo (MS)","22019"
"5007695","São Gabriel do Oeste (MS)","209565"
"5007703","Sete Quedas (MS)","18071"
"5007802","Selvíria (MS)","12714"
"5007901","Sidrolândia (MS)","191827"
"5007935","Sonora (MS)","48420"
"5007950","Tacuru (MS)","13198"
"5007976","Taquarussu (MS)","5030"
"5008008","Terenos (MS)","35101"
"5008305","Três Lagoas (MS)","848070"
"5008404","Vicentina (MS)","15865"
"5100102","Acorizal (MT)","9079"
"5100201","Água Boa (MT)","115363"
"5100250","Alta Floresta (MT)","202733"
"5100300","Alto Araguaia (MT)","70387"
"5100359","Alto Boa Vista (MT)","8220"
"5100409","Alto Garças (MT)","47988"
"5100508","Alto Paraguai (MT)","7251"
"5100607","Alto Taquari (MT)","56149"
"5100805","Apiacás (MT)","13470"
"5101001","Araguaiana (MT)","5191"
"5101209","Araguainha (MT)","1016"
"5101258","Araputanga (MT)","44837"
"5101308","Arenápolis (MT)","15981"
"5101407","Aripuanã (MT)","65625"
"5101605","Barão de Melgaço (MT)","3985"
"5101704","Barra do Bugres (MT)","105535"
"5101803","Barra do Garças (MT)","201328"
"5101852","Bom Jesus do Araguaia (MT)","19383"
"5101902","Brasnorte (MT)","63158"
"5102504","Cáceres (MT)","198689"
"5102603","Campinápolis (MT)","17486"
"5102637","Campo Novo do Parecis (MT)","267106"
"5102678","Campo Verde (MT)","207038"
"5102686","Campos de Júlio (MT)","93670"
"5102694","Canabrava do Norte (MT)","6025"
"5102702","Canarana (MT)","135873"
"5102793","Carlinda (MT)","16184"
"5102850","Castanheira (MT)","12866"
"5103007","Chapada dos Guimarães (MT)","32296"
"5103056","Cláudia (MT)","42452"
"5103106","Cocalinho (MT)","11518"
"5103205","Colíder (MT)","104424"
"5103254","Colniza (MT)","40631"
"5103304","Comodoro (MT)","60924"
"5103353","Confresa (MT)","84587"
"5103361","Conquista D'Oeste (MT)","10513"
"5103379","Cotriguaçu (MT)","11985"
"5103403","Cuiabá (MT)","3628986"
"5103437","Curvelândia (MT)","4723"
"5103452","Denise (MT)","16381"
"5103502","Diamantino (MT)","156877"
"5103601","Dom Aquino (MT)","21907"
"5103700","Feliz Natal (MT)","31658"
"5103809","Figueirópolis D'Oeste (MT)","4934"
"5103858","Gaúcha do Norte (MT)","32587"
"5103908","General Carneiro (MT)","13502"
"5103957","Glória D'Oeste (MT)","5066"
"5104104","Guarantã do Norte (MT)","79622"
"5104203","Guiratinga (MT)","18924"
"5104500","Indiavaí (MT)","2409"
"5104526","Ipiranga do Norte (MT)","58204"
"5104542","Itanhangá (MT)","21603"
"5104559","Itaúba (MT)","19067"
"5104609","Itiquira (MT)","80789"
"5104807","Jaciara (MT)","93058"
"5104906","Jangada (MT)","22210"
"5105002","Jauru (MT)","15412"
"5105101","Juara (MT)","76800"
"5105150","Juína (MT)","124303"
"5105176","Juruena (MT)","15669"
"5105200","Juscimeira (MT)","21602"
"5105234","Lambari D'Oeste (MT)","30139"
"5105259","Lucas do Rio Verde (MT)","439998"
"5105309","Luciara (MT)","2146"
"5105507","Vila Bela da Santíssima Trindade (MT)","26231"
"5105580","Marcelândia (MT)","20724"
"5105606","Matupá (MT)","82390"
"5105622","Mirassol d'Oeste (MT)","69088"
"5105903","Nobres (MT)","52326"
"5106000","Nortelândia (MT)","8617"
"5106109","Nossa Senhora do Livramento (MT)","32739"
"5106158","Nova Bandeirantes (MT)","15948"
"5106174","Nova Nazaré (MT)","4384"
"5106182","Nova Lacerda (MT)","13595"
"5106190","Nova Santa Helena (MT)","14995"
"5106208","Nova Brasilândia (MT)","5068"
"5106216","Nova Canaã do Norte (MT)","32781"
"5106224","Nova Mutum (MT)","294622"
"5106232","Nova Olímpia (MT)","32951"
"5106240","Nova Ubiratã (MT)","79325"
"5106257","Nova Xavantina (MT)","60159"
"5106265","Novo Mundo (MT)","16115"
"5106273","Novo Horizonte do Norte (MT)","4264"
"5106281","Novo São Joaquim (MT)","20913"
"5106299","Paranaíta (MT)","31824"
"5106307","Paranatinga (MT)","69242"
"5106315","Novo Santo Antônio (MT)","1760"
"5106372","Pedra Preta (MT)","55333"
"5106422","Peixoto de Azevedo (MT)","51694"
"5106455","Planalto da Serra (MT)","4057"
"5106505","Poconé (MT)","45637"
"5106653","Pontal do Araguaia (MT)","5540"
"5106703","Ponte Branca (MT)","1672"
"5106752","Pontes e Lacerda (MT)","155058"
"5106778","Porto Alegre do Norte (MT)","15368"
"5106802","Porto dos Gaúchos (MT)","27424"
"5106828","Porto Esperidião (MT)","15612"
"5106851","Porto Estrela (MT)","2582"
"5107008","Poxoréu (MT)","34540"
"5107040","Primavera do Leste (MT)","424704"
"5107065","Querência (MT)","167446"
"5107107","São José dos Quatro Marcos (MT)","38224"
"5107156","Reserva do Cabaçal (MT)","2837"
"5107180","Ribeirão Cascalheira (MT)","30363"
"5107198","Ribeirãozinho (MT)","4415"
"5107206","Rio Branco (MT)","7712"
"5107248","Santa Carmem (MT)","26404"
"5107263","Santo Afonso (MT)","3921"
"5107297","São José do Povo (MT)","2503"
"5107305","São José do Rio Claro (MT)","51256"
"5107354","São José do Xingu (MT)","18885"
"5107404","São Pedro da Cipa (MT)","3074"
"5107578","Rondolândia (MT)","3562"
"5107602","Rondonópolis (MT)","1351119"
"5107701","Rosário Oeste (MT)","24247"
"5107743","Santa Cruz do Xingu (MT)","5636"
"5107750","Salto do Céu (MT)","3627"
"5107768","Santa Rita do Trivelato (MT)","51651"
"5107776","Santa Terezinha (MT)","7226"
"5107792","Santo Antônio do Leste (MT)","21086"
"5107800","Santo Antônio do Leverger (MT)","30513"
"5107859","São Félix do Araguaia (MT)","40829"
"5107875","Sapezal (MT)","209820"
"5107883","Serra Nova Dourada (MT)","1915"
"5107909","Sinop (MT)","775480"
"5107925","Sorriso (MT)","660380"
"5107941","Tabaporã (MT)","25890"
"5107958","Tangará da Serra (MT)","369344"
"5108006","Tapurah (MT)","61956"
"5108055","Terra Nova do Norte (MT)","20879"
"5108105","Tesouro (MT)","6239"
"5108204","Torixoréu (MT)","5982"
"5108303","União do Sul (MT)","10047"
"5108352","Vale de São Domingos (MT)","3773"
"5108402","Várzea Grande (MT)","1065646"
"5108501","Vera (MT)","32539"
"5108600","Vila Rica (MT)","36347"
"5108808","Nova Guarita (MT)","7914"
"5108857","Nova Marilândia (MT)","12139"
"5108907","Nova Maringá (MT)","30195"
"5108956","Nova Monte Verde (MT)","16205"
"5200050","Abadia de Goiás (GO)","30493"
"5200100","Abadiânia (GO)","25785"
"5200134","Acreúna (GO)","44177"
"5200159","Adelândia (GO)","1710"
"5200175","Água Fria de Goiás (GO)","8793"
"5200209","Água Limpa (GO)","2244"
"5200258","Águas Lindas de Goiás (GO)","141267"
"5200308","Alexânia (GO)","99871"
"5200506","Aloândia (GO)","1779"
"5200555","Alto Horizonte (GO)","52874"
"5200605","Alto Paraíso de Goiás (GO)","9759"
"5200803","Alvorada do Norte (GO)","8290"
"5200829","Amaralina (GO)","1575"
"5200852","Americano do Brasil (GO)","5561"
"5200902","Amorinópolis (GO)","2019"
"5201108","Anápolis (GO)","2212742"
"5201207","Anhanguera (GO)","446"
"5201306","Anicuns (GO)","21399"
"5201405","Aparecida de Goiânia (GO)","1679909"
"5201454","Aparecida do Rio Doce (GO)","3423"
"5201504","Aporé (GO)","15599"
"5201603","Araçu (GO)","2011"
"5201702","Aragarças (GO)","19390"
"5201801","Aragoiânia (GO)","7176"
"5202155","Araguapaz (GO)","6446"
"5202353","Arenópolis (GO)","3272"
"5202502","Aruanã (GO)","19187"
"5202601","Aurilândia (GO)","2974"
"5202809","Avelinópolis (GO)","1742"
"5203104","Baliza (GO)","2214"
"5203203","Barro Alto (GO)","65142"
"5203302","Bela Vista de Goiás (GO)","103894"
"5203401","Bom Jardim de Goiás (GO)","8965"
"5203500","Bom Jesus de Goiás (GO)","51825"
"5203559","Bonfinópolis (GO)","4532"
"5203575","Bonópolis (GO)","3665"
"5203609","Brazabrantes (GO)","7220"
"5203807","Britânia (GO)","6610"
"5203906","Buriti Alegre (GO)","27755"
"5203939","Buriti de Goiás (GO)","2038"
"5203962","Buritinópolis (GO)","1334"
"5204003","Cabeceiras (GO)","8198"
"5204102","Cachoeira Alta (GO)","16048"
"5204201","Cachoeira de Goiás (GO)","1087"
"5204250","Cachoeira Dourada (GO)","80021"
"5204300","Caçu (GO)","52247"
"5204409","Caiapônia (GO)","27514"
"5204508","Caldas Novas (GO)","169971"
"5204557","Caldazinha (GO)","2258"
"5204607","Campestre de Goiás (GO)","3223"
"5204656","Campinaçu (GO)","2289"
"5204706","Campinorte (GO)","18003"
"5204805","Campo Alegre de Goiás (GO)","21017"
"5204854","Campo Limpo de Goiás (GO)","5682"
"5204904","Campos Belos (GO)","20403"
"5204953","Campos Verdes (GO)","2241"
"5205000","Carmo do Rio Verde (GO)","19476"
"5205059","Castelândia (GO)","7676"
"5205109","Catalão (GO)","1187782"
"5205208","Caturaí (GO)","3845"
"5205307","Cavalcante (GO)","3729"
"5205406","Ceres (GO)","53788"
"5205455","Cezarina (GO)","31782"
"5205471","Chapadão do Céu (GO)","64452"
"5205497","Cidade Ocidental (GO)","54203"
"5205513","Cocalzinho de Goiás (GO)","21864"
"5205521","Colinas do Sul (GO)","3185"
"5205703","Córrego do Ouro (GO)","1787"
"5205802","Corumbá de Goiás (GO)","8042"
"5205901","Corumbaíba (GO)","75057"
"5206206","Cristalina (GO)","186856"
"5206305","Cristianópolis (GO)","4627"
"5206404","Crixás (GO)","34916"
"5206503","Cromínia (GO)","3008"
"5206602","Cumari (GO)","2867"
"5206701","Damianópolis (GO)","1323"
"5206800","Damolândia (GO)","1870"
"5206909","Davinópolis (GO)","2118"
"5207105","Diorama (GO)","1673"
"5207253","Doverlândia (GO)","10865"
"5207352","Edealina (GO)","18564"
"5207402","Edéia (GO)","49512"
"5207501","Estrela do Norte (GO)","3249"
"5207535","Faina (GO)","4682"
"5207600","Fazenda Nova (GO)","3780"
"5207808","Firminópolis (GO)","7799"
"5207907","Flores de Goiás (GO)","5516"
"5208004","Formosa (GO)","244186"
"5208103","Formoso (GO)","3036"
"5208152","Gameleira de Goiás (GO)","4462"
"5208301","Divinópolis de Goiás (GO)","3800"
"5208400","Goianápolis (GO)","15760"
"5208509","Goiandira (GO)","5224"
"5208608","Goianésia (GO)","125957"
"5208707","Goiânia (GO)","6238338"
"5208806","Goianira (GO)","106960"
"5208905","Goiás (GO)","29800"
"5209101","Goiatuba (GO)","127020"
"5209150","Gouvelândia (GO)","7496"
"5209200","Guapó (GO)","12575"
"5209291","Guaraíta (GO)","1064"
"5209408","Guarani de Goiás (GO)","2693"
"5209457","Guarinos (GO)","2441"
"5209606","Heitoraí (GO)","3248"
"5209705","Hidrolândia (GO)","184697"
"5209804","Hidrolina (GO)","2000"
"5209903","Iaciara (GO)","8997"
"5209937","Inaciolândia (GO)","8880"
"5209952","Indiara (GO)","23278"
"5210000","Inhumas (GO)","99503"
"5210109","Ipameri (GO)","144496"
"5210158","Ipiranga de Goiás (GO)","1578"
"5210208","Iporá (GO)","56724"
"5210307","Israelândia (GO)","2783"
"5210406","Itaberaí (GO)","146684"
"5210562","Itaguari (GO)","4096"
"5210604","Itaguaru (GO)","3359"
"5210802","Itajá (GO)","5107"
"5210901","Itapaci (GO)","21703"
"5211008","Itapirapuã (GO)","7379"
"5211206","Itapuranga (GO)","25820"
"5211305","Itarumã (GO)","9093"
"5211404","Itauçu (GO)","11795"
"5211503","Itumbiara (GO)","441877"
"5211602","Ivolândia (GO)","2242"
"5211701","Jandaia (GO)","13715"
"5211800","Jaraguá (GO)","49832"
"5211909","Jataí (GO)","408138"
"5212006","Jaupaci (GO)","1993"
"5212055","Jesúpolis (GO)","1070"
"5212105","Joviânia (GO)","11328"
"5212204","Jussara (GO)","30870"
"5212253","Lagoa Santa (GO)","1834"
"5212303","Leopoldo de Bulhões (GO)","8588"
"5212501","Luziânia (GO)","300413"
"5212600","Mairipotaba (GO)","1560"
"5212709","Mambaí (GO)","6688"
"5212808","Mara Rosa (GO)","11183"
"5212907","Marzagão (GO)","3224"
"5212956","Matrinchã (GO)","4167"
"5213004","Maurilândia (GO)","8838"
"5213053","Mimoso de Goiás (GO)","1395"
"5213087","Minaçu (GO)","32210"
"5213103","Mineiros (GO)","237654"
"5213400","Moiporá (GO)","1131"
"5213509","Monte Alegre de Goiás (GO)","3323"
"5213707","Montes Claros de Goiás (GO)","12316"
"5213756","Montividiu (GO)","34641"
"5213772","Montividiu do Norte (GO)","2797"
"5213806","Morrinhos (GO)","121184"
"5213855","Morro Agudo de Goiás (GO)","1367"
"5213905","Mossâmedes (GO)","3626"
"5214002","Mozarlândia (GO)","61766"
"5214051","Mundo Novo (GO)","5060"
"5214101","Mutunópolis (GO)","2245"
"5214408","Nazário (GO)","18852"
"5214507","Nerópolis (GO)","105892"
"5214606","Niquelândia (GO)","89193"
"5214705","Nova América (GO)","1928"
"5214804","Nova Aurora (GO)","1577"
"5214838","Nova Crixás (GO)","17074"
"5214861","Nova Glória (GO)","5808"
"5214879","Nova Iguaçu de Goiás (GO)","1486"
"5214903","Nova Roma (GO)","2140"
"5215009","Nova Veneza (GO)","16323"
"5215207","Novo Brasil (GO)","2350"
"5215231","Novo Gama (GO)","61288"
"5215256","Novo Planalto (GO)","3249"
"5215306","Orizona (GO)","33053"
"5215405","Ouro Verde de Goiás (GO)","2722"
"5215504","Ouvidor (GO)","73305"
"5215603","Padre Bernardo (GO)","23581"
"5215652","Palestina de Goiás (GO)","3389"
"5215702","Palmeiras de Goiás (GO)","108410"
"5215801","Palmelo (GO)","1523"
"5215900","Palminópolis (GO)","16570"
"5216007","Panamá (GO)","3895"
"5216304","Paranaiguara (GO)","9133"
"5216403","Paraúna (GO)","52765"
"5216452","Perolândia (GO)","16536"
"5216809","Petrolina de Goiás (GO)","8457"
"5216908","Pilar de Goiás (GO)","16302"
"5217104","Piracanjuba (GO)","49959"
"5217203","Piranhas (GO)","39597"
"5217302","Pirenópolis (GO)","25154"
"5217401","Pires do Rio (GO)","104725"
"5217609","Planaltina (GO)","64484"
"5217708","Pontalina (GO)","28780"
"5218003","Porangatu (GO)","76274"
"5218052","Porteirão (GO)","5969"
"5218102","Portelândia (GO)","18331"
"5218300","Posse (GO)","38178"
"5218391","Professor Jamil (GO)","4995"
"5218508","Quirinópolis (GO)","139974"
"5218607","Rialma (GO)","22192"
"5218706","Rianápolis (GO)","10137"
"5218789","Rio Quente (GO)","32675"
"5218805","Rio Verde (GO)","1034713"
"5218904","Rubiataba (GO)","33390"
"5219001","Sanclerlândia (GO)","8181"
"5219100","Santa Bárbara de Goiás (GO)","6155"
"5219209","Santa Cruz de Goiás (GO)","4222"
"5219258","Santa Fé de Goiás (GO)","40124"
"5219308","Santa Helena de Goiás (GO)","75244"
"5219357","Santa Isabel (GO)","2561"
"5219407","Santa Rita do Araguaia (GO)","9866"
"5219456","Santa Rita do Novo Destino (GO)","2086"
"5219506","Santa Rosa de Goiás (GO)","2085"
"5219605","Santa Tereza de Goiás (GO)","3297"
"5219704","Santa Terezinha de Goiás (GO)","6931"
"5219712","Santo Antônio da Barra (GO)","10693"
"5219738","Santo Antônio de Goiás (GO)","6429"
"5219753","Santo Antônio do Descoberto (GO)","39421"
"5219803","São Domingos (GO)","5126"
"5219902","São Francisco de Goiás (GO)","8399"
"5220009","São João d'Aliança (GO)","16598"
"5220058","São João da Paraúna (GO)","1866"
"5220108","São Luís de Montes Belos (GO)","57794"
"5220157","São Luiz do Norte (GO)","11132"
"5220207","São Miguel do Araguaia (GO)","32646"
"5220264","São Miguel do Passa Quatro (GO)","4575"
"5220280","São Patrício (GO)","1250"
"5220405","São Simão (GO)","60525"
"5220454","Senador Canedo (GO)","472381"
"5220504","Serranópolis (GO)","18736"
"5220603","Silvânia (GO)","51635"
"5220686","Simolândia (GO)","11190"
"5220702","Sítio d'Abadia (GO)","1659"
"5221007","Taquaral de Goiás (GO)","3062"
"5221080","Teresina de Goiás (GO)","1479"
"5221197","Terezópolis de Goiás (GO)","23269"
"5221304","Três Ranchos (GO)","2251"
"5221403","Trindade (GO)","237101"
"5221452","Trombas (GO)","1856"
"5221502","Turvânia (GO)","3290"
"5221551","Turvelândia (GO)","19935"
"5221577","Uirapuru (GO)","1400"
"5221601","Uruaçu (GO)","70352"
"5221700","Uruana (GO)","11173"
"5221809","Urutaí (GO)","3652"
"5221858","Valparaíso de Goiás (GO)","229761"
"5221908","Varjão (GO)","3393"
